"","qry_id","repeat_id","matching_repeat","matching_class","reference_length","merged_qrystart","merged_qryend","mergedfraglength","perc_div","perc_del","perc_insert","V1","locus"
"5684","XM_031893330.1","Penelope-8_XT","+","LINE/Penelope",4678,1473,1613,141,11.3,0,0,">XM_031893330.1 PREDICTED: Xenopus tropicalis uncharacterized LOC108648780 (LOC108648780), mRNA","LOC108648780"
"5685","XM_031893331.1","L2-6_XT","+","LINE/L2",2089,2013,2241,229,10.9,7.9,0,">XM_031893331.1 PREDICTED: Xenopus tropicalis oocyte zinc finger protein XlCOF7.1-like (LOC116407631), mRNA","LOC116407631"
"5686","XM_031893345.1","T2_2c_Xt","+","DNA/Kolobok-T2",500,2945,3126,182,7.7,0.6,0,">XM_031893345.1 PREDICTED: Xenopus tropicalis zinc finger protein 420 (LOC101732639), mRNA","LOC101732639"
"5687","XM_031893360.1","Penelope1B_XT","+","LINE/Penelope",3679,2216,2324,109,26.9,4.6,4.6,">XM_031893360.1 PREDICTED: Xenopus tropicalis uncharacterized LOC116407641 (LOC116407641), mRNA","LOC116407641"
"5688","XM_031893363.1","BEL-2-I_XT","+","LTR/Pao",6193,2044,5097,3054,29.75,1.75,6.8,">XM_031893363.1 PREDICTED: Xenopus tropicalis uncharacterized LOC101730954 (LOC101730954), mRNA","LOC101730954"
"5689","XM_031893363.1","BEL-5-I_XT","+","LTR/Pao",7064,595,1824,1230,38.6,1.8,2.05,">XM_031893363.1 PREDICTED: Xenopus tropicalis uncharacterized LOC101730954 (LOC101730954), mRNA","LOC101730954"
"5690","XM_031893364.1","Chap3_Xt","C","DNA/hAT-Charlie",186,2171,2347,177,14.1,5.1,0,">XM_031893364.1 PREDICTED: Xenopus tropicalis Rho-related BTB domain containing 3 (rhobtb3), transcript variant X1, mRNA","rhobtb3"
"5691","XM_031893376.1","URR1_Xt","C","DNA/hAT-Charlie",186,3089,3271,183,4.4,0,0.6,">XM_031893376.1 PREDICTED: Xenopus tropicalis transmembrane protease serine 9-like (LOC100495222), mRNA","LOC100495222"
"5692","XM_031893382.1","DNA1_Xt","C","DNA",166,1571,1729,159,5.7,5,0.6,">XM_031893382.1 PREDICTED: Xenopus tropicalis cardiotrophin 1 (ctf1), mRNA","ctf1"
"5693","XM_031893390.1","UB7b_Xt","+","DNA/Kolobok-T2",2010,1932,2073,142,6.5,0,2.2,">XM_031893390.1 PREDICTED: Xenopus tropicalis uncharacterized LOC116407654 (LOC116407654), mRNA","LOC116407654"
"5694","XM_031893402.1","DNA1_Xt","+","DNA",166,4053,4139,87,6.9,11.5,0,">XM_031893402.1 PREDICTED: Xenopus tropicalis uncharacterized LOC101734363 (LOC101734363), transcript variant X1, mRNA","LOC101734363"
"5695","XM_031893409.1","Harbinger-N10_XT","C","DNA/PIF-Harbinger",220,4733,4865,133,16.5,6,0,">XM_031893409.1 PREDICTED: Xenopus tropicalis KIAA2012 ortholog (kiaa2012), transcript variant X1, mRNA","kiaa2012"
"5696","XM_031893409.1","Mariner-1N1_XT","C","DNA/TcMar-Tc2",608,4867,4971,105,6.7,0,0,">XM_031893409.1 PREDICTED: Xenopus tropicalis KIAA2012 ortholog (kiaa2012), transcript variant X1, mRNA","kiaa2012"
"5697","XM_031893425.1","URR1_Xt","C","DNA/hAT-Charlie",186,418,546,129,1.6,0,0,">XM_031893425.1 PREDICTED: Xenopus tropicalis cytotoxin sagitoxin-like (LOC116407667), mRNA","LOC116407667"
"5698","XM_031893444.1","L1-36_XT","C","LINE/L1",5777,2165,3563,1399,30.9,7.1,4.5,">XM_031893444.1 PREDICTED: Xenopus tropicalis protein kinase C theta type (LOC101734907), mRNA","LOC101734907"
"5699","XM_031893444.1","L1-50A_XT","C","LINE/L1",5790,5213,5357,145,29.1,2.8,2.8,">XM_031893444.1 PREDICTED: Xenopus tropicalis protein kinase C theta type (LOC101734907), mRNA","LOC101734907"
"5700","XM_031893445.1","hAT-N2A_XT","C","DNA/hAT-Ac",1280,5083,5296,214,21.1,1.4,4.8,">XM_031893445.1 PREDICTED: Xenopus tropicalis contactin associated protein family member 5 (cntnap5), mRNA","cntnap5"
"5701","XM_031893452.1","Harbinger-N3A_XT","+","DNA/PIF-Harbinger",361,3142,3257,116,14.7,0,0,">XM_031893452.1 PREDICTED: Xenopus tropicalis poly(ADP-ribose) polymerase family member 9 (LOC116406428), mRNA","c""ADP-ribose"", ""LOC116406428"""
"5702","XM_031893508.1","hAT-N2A_XT","C","DNA/hAT-Ac",1280,7734,7834,101,8.4,7.9,5.8,">XM_031893508.1 PREDICTED: Xenopus tropicalis LDL receptor related protein 1B (lrp1b), mRNA","lrp1b"
"5703","XM_031893516.1","DNA1_Xt","C","DNA",166,1414,1516,103,16.6,15.5,0.8,">XM_031893516.1 PREDICTED: Xenopus tropicalis jumonji domain containing 8 (jmjd8), mRNA","jmjd8"
"5704","XM_031893546.1","Harbinger-N5_XT","C","DNA/PIF-Harbinger",340,2702,3013,312,22.2,8.7,0.6,">XM_031893546.1 PREDICTED: Xenopus tropicalis uncharacterized LOC100489478 (LOC100489478), mRNA","LOC100489478"
"5705","XM_031893558.1","hAT-12N1A_XT","C","DNA/hAT-Ac",312,438,688,251,17.9,24.3,0,">XM_031893558.1 PREDICTED: Xenopus tropicalis phospholipase A2-like (LOC116407702), mRNA","LOC116407702"
"5706","XM_031893559.1","POR-2_Xt","+","DNA/hAT-Charlie",307,5314,5619,306,8.2,0,0,">XM_031893559.1 PREDICTED: Xenopus tropicalis up-regulator of cell proliferation-like (LOC116407704), transcript variant X1, mRNA","LOC116407704"
"5707","XM_031893582.1","hAT-N11_XT","+","DNA/hAT-Tip100",280,2076,2327,252,20.2,7.9,3.8,">XM_031893582.1 PREDICTED: Xenopus tropicalis UDP-glucuronosyltransferase 1-1-like (LOC116406461), mRNA","LOC116406461"
"5708","XM_031893589.1","Penelope-5_XT","+","LINE/Penelope",2850,7684,7962,279,19.1,3.9,2.5,">XM_031893589.1 PREDICTED: Xenopus tropicalis interferon-induced very large GTPase 1 (LOC100491511), mRNA","LOC100491511"
"5709","XM_031893589.1","Penelope-5_XT","C","LINE/Penelope",2850,7531,7679,149,12.9,8.7,1.2,">XM_031893589.1 PREDICTED: Xenopus tropicalis interferon-induced very large GTPase 1 (LOC100491511), mRNA","LOC100491511"
"5710","XM_031893590.1","XR-a_Xt","+","DNA/Kolobok-T2",610,4086,4501,416,18.1,16.1,4.1,">XM_031893590.1 PREDICTED: Xenopus tropicalis up-regulator of cell proliferation (LOC101733098), transcript variant X1, mRNA","LOC101733098"
"5711","XM_031893593.1","Gypsy-27_XT-LTR","C","LTR/Gypsy",224,105,327,223,7,4.9,4.5,">XM_031893593.1 PREDICTED: Xenopus tropicalis uncharacterized LOC116407714 (LOC116407714), mRNA","LOC116407714"
"5712","XM_031893596.1","hAT-N8_XT","+","DNA/hAT-Tip100",265,1780,2035,256,12.8,5.9,2.3,">XM_031893596.1 PREDICTED: Xenopus tropicalis transmembrane protein 265 (tmem265), mRNA","tmem265"
"5713","XM_031893596.1","DNA1_Xt","+","DNA",166,2248,2373,126,19.2,0,0.8,">XM_031893596.1 PREDICTED: Xenopus tropicalis transmembrane protein 265 (tmem265), mRNA","tmem265"
"5714","XM_031893596.1","hAT-N12_XT","C","DNA/hAT-Tip100",156,2094,2222,129,4.7,0,0.8,">XM_031893596.1 PREDICTED: Xenopus tropicalis transmembrane protein 265 (tmem265), mRNA","tmem265"
"5715","XM_031893596.1","Harbinger-N5_XT","+","DNA/PIF-Harbinger",340,2571,2672,102,10.8,0,0,">XM_031893596.1 PREDICTED: Xenopus tropicalis transmembrane protein 265 (tmem265), mRNA","tmem265"
"5716","XM_031893599.1","CR1-2_XT","+","LINE/CR1",4534,2167,2298,132,13.1,0,1.5,">XM_031893599.1 PREDICTED: Xenopus tropicalis protein kinase C theta type (LOC100492960), mRNA","LOC100492960"
"5717","XM_031893606.1","Gypsy-22-LTR_XT","C","LTR/Gypsy",666,5375,5550,176,21,1.1,5.3,">XM_031893606.1 PREDICTED: Xenopus tropicalis up-regulator of cell proliferation (LOC101733267), mRNA","LOC101733267"
"5718","XM_031893608.1","XBR_Xt","+","DNA/Kolobok-T2",469,1730,1948,219,15.1,8.7,0,">XM_031893608.1 PREDICTED: Xenopus tropicalis Wnt family member 6 (wnt6), transcript variant X1, mRNA","wnt6"
"5719","XM_031893612.1","hAT-N12_XT","C","DNA/hAT-Tip100",156,439,587,149,4.7,4.7,0,">XM_031893612.1 PREDICTED: Xenopus tropicalis sprT-like domain-containing protein Spartan (LOC100489893), mRNA","LOC100489893"
"5720","XM_031893623.1","Kolobok-N11_XT","+","DNA/Kolobok-T2",447,5391,5538,148,16.1,2.7,3.4,">XM_031893623.1 PREDICTED: Xenopus tropicalis interferon-induced very large GTPase 1-like (LOC116407727), mRNA","LOC116407727"
"5721","XM_031893626.1","CR1-2_XT","+","LINE/CR1",4534,4,84,81,7.5,28.4,1,">XM_031893626.1 PREDICTED: Xenopus tropicalis NLR family apoptosis inhibitory protein (LOC116406436), transcript variant X2, mRNA","LOC116406436"
"5722","XM_031893633.1","hAT-N12_XT","C","DNA/hAT-Tip100",156,653,740,88,18.4,3.4,1.1,">XM_031893633.1 PREDICTED: Xenopus tropicalis serine/threonine-protein kinase N2 (LOC101732266), transcript variant X1, mRNA","LOC101732266"
"5723","XM_031893640.1","DNA4_Xt","+","DNA/TcMar-Tigger",658,2031,2137,107,9.3,8.4,0,">XM_031893640.1 PREDICTED: Xenopus tropicalis uncharacterized LOC100498591 (LOC100498591), transcript variant X1, mRNA","LOC100498591"
"5724","XM_031893643.1","XR-c_Xt","C","DNA/Kolobok-T2",600,472,573,102,6.9,2,0,">XM_031893643.1 PREDICTED: Xenopus tropicalis uncharacterized LOC105945272 (LOC105945272), mRNA","LOC105945272"
"5725","XM_031893645.1","Harbinger-N10_XT","+","DNA/PIF-Harbinger",220,1093,1176,84,9.5,0,0,">XM_031893645.1 PREDICTED: Xenopus tropicalis trypsin-3 (LOC101732100), mRNA","LOC101732100"
"5726","XM_031893662.1","POR-2_Xt","C","DNA/hAT-Charlie",307,4902,5163,262,10.7,17.6,0.3,">XM_031893662.1 PREDICTED: Xenopus tropicalis up-regulator of cell proliferation-like (LOC116407740), mRNA","LOC116407740"
"5727","XM_031893668.1","Gypsy-10-LTR_XT","+","LTR/Gypsy",967,1607,1787,181,23.8,8.3,4.8,">XM_031893668.1 PREDICTED: Xenopus tropicalis uncharacterized LOC116407741 (LOC116407741), mRNA","LOC116407741"
"5728","XM_031893677.1","Gypsy-3-LTR_XT","+","LTR/Gypsy",643,1105,1194,90,20.4,5.6,2.1,">XM_031893677.1 PREDICTED: Xenopus tropicalis serine/threonine-protein kinase N2-like (LOC116407744), mRNA","LOC116407744"
"5729","XM_031893706.1","Harbinger-N3A_XT","C","DNA/PIF-Harbinger",361,1596,1811,216,14.9,43.1,0.3,">XM_031893706.1 PREDICTED: Xenopus tropicalis serine protease 27 (LOC100495333), mRNA","LOC100495333"
"5730","XM_031893707.1","hAT-N16_XT","C","DNA/hAT",1002,2991,3311,321,11.6,14,0.9,">XM_031893707.1 PREDICTED: Xenopus tropicalis uromodulin (uromucoid, Tamm-Horsfall glycoprotein), gene 3 (umod.3), mRNA","c""uromucoid, Tamm-Horsfall glycoprotein"", ""umod.3"""
"5731","XM_031893712.1","Kolobok-N8_XT","C","DNA/Kolobok-T2",426,18,223,206,17.3,7.8,7.2,">XM_031893712.1 PREDICTED: Xenopus tropicalis IQ motif containing K (iqck), transcript variant X3, mRNA","iqck"
"5732","XM_031893716.1","Kolobok-N4_XT","+","DNA/Kolobok-T2",516,1324,1544,221,9.1,4.6,0,">XM_031893716.1 PREDICTED: Xenopus tropicalis protein mono-ADP-ribosyltransferase PARP15-like (LOC116407752), mRNA","LOC116407752"
"5733","XM_031893734.1","Mariner-1N1_XT","+","DNA/TcMar-Tc2",608,2663,2763,101,9,14.8,0.9,">XM_031893734.1 PREDICTED: Xenopus tropicalis kinesin-like protein KIF13A (LOC116407755), mRNA","LOC116407755"
"5734","XM_031893737.1","Gypsy-27_XT-LTR","C","LTR/Gypsy",224,61,283,223,6.1,4.9,4.5,">XM_031893737.1 PREDICTED: Xenopus tropicalis uncharacterized LOC116407757 (LOC116407757), transcript variant X1, mRNA","LOC116407757"
"5735","XM_031893745.1","URR1_Xt","C","DNA/hAT-Charlie",186,812,955,144,4.9,0,0,">XM_031893745.1 PREDICTED: Xenopus tropicalis DELTA-thalatoxin-Avl1a-like (LOC116407761), mRNA","LOC116407761"
"5736","XM_031893752.1","Gypsy-3-LTR_XT","+","LTR/Gypsy",643,929,1013,85,19.3,0,2.4,">XM_031893752.1 PREDICTED: Xenopus tropicalis serine/threonine-protein kinase N2-like (LOC116407766), mRNA","LOC116407766"
"5737","XM_031893777.1","hAT-N3_XT","C","DNA/hAT-Charlie",290,4351,4514,164,22.1,0,0.6,">XM_031893777.1 PREDICTED: Xenopus tropicalis ankyrin repeat domain 31 (ankrd31), transcript variant X1, mRNA","ankrd31"
"5738","XM_031893781.1","XR-a_Xt","C","DNA/Kolobok-T2",610,1552,1775,224,27.7,0.9,8.1,">XM_031893781.1 PREDICTED: Xenopus tropicalis C-X-C motif chemokine receptor 2 (cxcr2), mRNA","cxcr2"
"5739","XM_031893797.1","Gypsy-7_XT-I","+","LTR/Gypsy",4288,619,763,145,22.1,0,0,">XM_031893797.1 PREDICTED: Xenopus tropicalis olfactory receptor 1019-like (LOC116407778), mRNA","LOC116407778"
"5740","XM_031893804.1","Gypsy-3-LTR_XT","+","LTR/Gypsy",643,947,1036,90,20.4,5.6,2.1,">XM_031893804.1 PREDICTED: Xenopus tropicalis serine/threonine-protein kinase N2-like (LOC116407785), mRNA","LOC116407785"
"5741","XM_031893825.1","Gypsy-28-I_XT","+","LTR/Gypsy",3062,637,753,117,14.9,0,8.3,">XM_031893825.1 PREDICTED: Xenopus tropicalis olfactory receptor family 5 subfamily B member 12 (or5b12), mRNA","or5b12"
"5742","XM_031893830.1","HAT1b_Xt","C","DNA/hAT-Tip100",279,3733,3831,99,20.3,0,5.3,">XM_031893830.1 PREDICTED: Xenopus tropicalis integrin alpha-D (LOC101735096), mRNA","LOC101735096"
"5743","XM_031893836.1","L1-50A_XT","C","LINE/L1",5790,5267,5411,145,29.1,2.8,2.8,">XM_031893836.1 PREDICTED: Xenopus tropicalis protein kinase C delta type (LOC101732819), mRNA","LOC101732819"
"5744","XM_031893836.1","L1-36_XT","C","LINE/L1",5777,2219,3617,1399,30.9,7.1,4.5,">XM_031893836.1 PREDICTED: Xenopus tropicalis protein kinase C delta type (LOC101732819), mRNA","LOC101732819"
"5745","XM_031893844.1","CR1_1a_Xt","C","LINE/CR1",4756,2485,2720,236,7.7,10.2,0.8,">XM_031893844.1 PREDICTED: Xenopus tropicalis uromodulin (LOC101731793), mRNA","LOC101731793"
"5746","XM_031893848.1","CR1-2_XT","+","LINE/CR1",4534,2484,2615,132,13.1,0,1.5,">XM_031893848.1 PREDICTED: Xenopus tropicalis protein kinase C delta type-like (LOC116407815), mRNA","LOC116407815"
"5747","XM_031893873.1","XBR_Xt","+","DNA/Kolobok-T2",469,13990,14415,426,13.6,9.6,0,">XM_031893873.1 PREDICTED: Xenopus tropicalis dynein heavy chain 11, axonemal (LOC100497531), mRNA","LOC100497531"
"5748","XM_031893875.1","Gypsy-3-LTR_XT","+","LTR/Gypsy",643,3273,3356,84,22.6,4.8,0,">XM_031893875.1 PREDICTED: Xenopus tropicalis protein FAM135A-like (LOC116407829), mRNA","LOC116407829"
"5749","XM_031893881.1","Harbinger-N10_XT","C","DNA/PIF-Harbinger",220,2194,2371,178,11.5,4.5,6.9,">XM_031893881.1 PREDICTED: Xenopus tropicalis protein mono-ADP-ribosyltransferase PARP15-like (LOC108648817), mRNA","LOC108648817"
"5750","XM_031893906.1","hAT-N12_XT","+","DNA/hAT-Tip100",156,1187,1308,122,9.8,22.9,0,">XM_031893906.1 PREDICTED: Xenopus tropicalis inducible T-cell costimulator-like (LOC100493997), mRNA","LOC100493997"
"5751","XM_031893969.1","hAT-N8_XT","C","DNA/hAT-Tip100",265,3484,3722,239,25.6,13.8,3.4,">XM_031893969.1 PREDICTED: Xenopus tropicalis cadherin 4 (cdh4), transcript variant X1, mRNA","cdh4"
"5752","XM_031893971.1","HAT1b_Xt","+","DNA/hAT-Tip100",279,15,99,85,14.1,9.4,0,">XM_031893971.1 PREDICTED: Xenopus tropicalis transcriptional regulator ATRX homolog (LOC116407910), transcript variant X1, mRNA","LOC116407910"
"5753","XM_031893975.1","Kolobok-N8_XT","C","DNA/Kolobok-T2",426,1,173,173,23.1,5.8,0,">XM_031893975.1 PREDICTED: Xenopus tropicalis transglutaminase 6 (tgm6), transcript variant X3, mRNA","tgm6"
"5754","XM_031893982.1","Kolobok-N12_XT","+","DNA/Kolobok-T2",423,287,489,203,29.7,7.9,3.8,">XM_031893982.1 PREDICTED: Xenopus tropicalis potassium inwardly rectifying channel subfamily J member 16 (kcnj16), transcript variant X6, mRNA","kcnj16"
"5755","XM_031893987.1","ERV1-4-LTR_XT","+","LTR/ERV1",881,820,1710,891,5.5,0.6,1.7,">XM_031893987.1 PREDICTED: Xenopus tropicalis uncharacterized LOC116407911 (LOC116407911), transcript variant X1, mRNA","LOC116407911"
"5756","XM_031893987.1","ERV1-4-I_XT","+","LTR/ERV1",7293,774,3038,2265,24,1.15,0.85,">XM_031893987.1 PREDICTED: Xenopus tropicalis uncharacterized LOC116407911 (LOC116407911), transcript variant X1, mRNA","LOC116407911"
"5757","XM_031893990.1","ERV1-4-I_XT","+","LTR/ERV1",7293,972,1292,321,34.6,0,0,">XM_031893990.1 PREDICTED: Xenopus tropicalis uncharacterized LOC116407912 (LOC116407912), mRNA","LOC116407912"
"5758","XM_031893990.1","ERV1-4-LTR_XT","+","LTR/ERV1",881,1,342,342,5.6,0.3,0.6,">XM_031893990.1 PREDICTED: Xenopus tropicalis uncharacterized LOC116407912 (LOC116407912), mRNA","LOC116407912"
"5759","XM_031893995.1","XBR_Xt","+","DNA/Kolobok-T2",469,4255,4351,97,25.3,3.1,2,">XM_031893995.1 PREDICTED: Xenopus tropicalis RecQ helicase-like 5 (recql5), transcript variant X1, mRNA","recql5"
"5760","XM_031894171.1","Kolobok-1N3_XT","+","DNA/Kolobok-T2",615,80,225,146,8.9,6.8,0,">XM_031894171.1 PREDICTED: Xenopus tropicalis centrosomal protein 95kDa (cep95), transcript variant X1, mRNA","cep95"
"5761","XM_031894178.1","SINE2-1_XT","+","SINE/tRNA-V-Core-L2",336,3977,4203,227,19.3,0,0,">XM_031894178.1 PREDICTED: Xenopus tropicalis uncharacterized protein mgc145685 (MGC145685), transcript variant X1, mRNA","MGC145685"
"5762","XM_031894207.1","POR","+","DNA/hAT-Charlie",308,1,127,127,16.6,25.2,0.6,">XM_031894207.1 PREDICTED: Xenopus tropicalis extended synaptotagmin-3-like (LOC116407929), mRNA","LOC116407929"
"5763","XM_031894209.1","XBR_Xt","+","DNA/Kolobok-T2",469,1703,2031,329,13.6,18.2,1.3,">XM_031894209.1 PREDICTED: Xenopus tropicalis archaelysin family metallopeptidase 2 (amz2), mRNA","amz2"
"5764","XM_031894257.1","XBR_Xt","C","DNA/Kolobok-T2",469,4986,5195,210,10.1,1.9,0.9,">XM_031894257.1 PREDICTED: Xenopus tropicalis integrin subunit alpha 2 (itga2), mRNA","itga2"
"5765","XM_031894265.1","Gypsy-12-LTR_XT","+","LTR/Gypsy",511,1,88,88,10.8,10.2,5.4,">XM_031894265.1 PREDICTED: Xenopus tropicalis fatty acid synthase (fasn), transcript variant X2, mRNA","fasn"
"5766","XM_031894271.1","BEL-1-I_XT","+","LTR/Pao",7135,1976,4695,2720,30.25,1.65,1.875,">XM_031894271.1 PREDICTED: Xenopus tropicalis uncharacterized LOC116407940 (LOC116407940), mRNA","LOC116407940"
"5767","XM_031894283.1","hAT-N12_XT","C","DNA/hAT-Tip100",156,1,104,104,12.5,0,0,">XM_031894283.1 PREDICTED: Xenopus tropicalis L3MBTL1, histone methyl-lysine binding protein (l3mbtl1), transcript variant X1, mRNA","l3mbtl1"
"5768","XM_031894286.1","L1-23_XT","+","LINE/L1",3302,60,359,300,22.2,19.3,0.8,">XM_031894286.1 PREDICTED: Xenopus tropicalis MATH and LRR domain-containing protein PFE0570w-like (LOC116407945), mRNA","LOC116407945"
"5769","XM_031894311.1","PIRd_Xt","C","DNA/Kolobok-T2",487,1,305,305,16.6,7.5,3.5,">XM_031894311.1 PREDICTED: Xenopus tropicalis transmembrane protein 267 (tmem267), transcript variant X2, mRNA","tmem267"
"5770","XM_031894318.1","PIRa_XT","C","DNA/Kolobok-T2",453,201,289,89,7,0,0.1,">XM_031894318.1 PREDICTED: Xenopus tropicalis transmembrane protein 267 (tmem267), transcript variant X3, mRNA","tmem267"
"5771","XM_031894354.1","XR-a_Xt","+","DNA/Kolobok-T2",610,2773,2911,139,13.9,1.4,1.4,">XM_031894354.1 PREDICTED: Xenopus tropicalis ras homolog family member T1 (rhot1), transcript variant X1, mRNA","rhot1"
"5772","XM_031894368.1","hAT-12N1_XT","C","DNA/hAT-Ac",281,5487,5644,158,13.6,21.5,6.9,">XM_031894368.1 PREDICTED: Xenopus tropicalis zinc finger protein 831 (znf831), mRNA","znf831"
"5773","XM_031894368.1","hAT-12N1_XT","+","DNA/hAT-Ac",281,5222,5486,265,18.8,20,1.6,">XM_031894368.1 PREDICTED: Xenopus tropicalis zinc finger protein 831 (znf831), mRNA","znf831"
"5774","XM_031894394.1","Harbinger-N3_XT","+","DNA/PIF-Harbinger",372,5208,5546,339,13.3,1.2,0.3,">XM_031894394.1 PREDICTED: Xenopus tropicalis Rho GTPase activating protein 44 (arhgap44), transcript variant X1, mRNA","arhgap44"
"5775","XM_031894394.1","Chap2a_Xt","C","DNA/hAT-Charlie",227,4052,4231,180,12.2,26.1,0,">XM_031894394.1 PREDICTED: Xenopus tropicalis Rho GTPase activating protein 44 (arhgap44), transcript variant X1, mRNA","arhgap44"
"5776","XM_031894394.1","hAT-N13_XT","C","DNA/hAT-Blackjack",291,6078,6195,118,23.7,17.8,0,">XM_031894394.1 PREDICTED: Xenopus tropicalis Rho GTPase activating protein 44 (arhgap44), transcript variant X1, mRNA","arhgap44"
"5777","XM_031894422.1","hAT-N12_XT","+","DNA/hAT-Tip100",156,1823,1951,129,14.7,0,4.9,">XM_031894422.1 PREDICTED: Xenopus tropicalis uncharacterized LOC116407957 (LOC116407957), transcript variant X1, mRNA","LOC116407957"
"5778","XM_031894431.1","POR-1_Xt","C","DNA/hAT-Charlie",308,2132,2220,89,4.5,0,0,">XM_031894431.1 PREDICTED: Xenopus tropicalis keratin, type I cytoskeletal 15 (LOC105945215), mRNA","LOC105945215"
"5779","XM_031894444.1","XBR_Xt","+","DNA/Kolobok-T2",469,1,202,202,12.4,10.9,0,">XM_031894444.1 PREDICTED: Xenopus tropicalis glucocorticoid modulatory element binding protein 2 (gmeb2), transcript variant X2, mRNA","gmeb2"
"5780","XM_031894452.1","Chap2a_Xt","+","DNA/hAT-Charlie",227,709,914,206,2.9,10.2,0,">XM_031894452.1 PREDICTED: Xenopus tropicalis uncharacterized LOC116407961 (LOC116407961), mRNA","LOC116407961"
"5781","XM_031894452.1","T2_2b_Xt","+","DNA/Kolobok-T2",515,1052,1535,484,3.5,6.4,0,">XM_031894452.1 PREDICTED: Xenopus tropicalis uncharacterized LOC116407961 (LOC116407961), mRNA","LOC116407961"
"5782","XM_031894452.1","Tc1-14_Xt","+","DNA/TcMar-Tc1",1612,152,647,496,23.2,0.8,0.8,">XM_031894452.1 PREDICTED: Xenopus tropicalis uncharacterized LOC116407961 (LOC116407961), mRNA","LOC116407961"
"5783","XM_031894464.1","hAT-N8_XT","C","DNA/hAT-Tip100",265,5104,5328,225,19,22.2,4.2,">XM_031894464.1 PREDICTED: Xenopus tropicalis synaptonemal complex protein 2 (sycp2), transcript variant X1, mRNA","sycp2"
"5784","XM_031894473.1","Kolobok-N9_XT","+","DNA/Kolobok-T2",614,288,452,165,22.6,10.9,3.4,">XM_031894473.1 PREDICTED: Xenopus tropicalis enhancer of zeste 1 polycomb repressive complex 2 subunit (ezh1), transcript variant X1, mRNA","ezh1"
"5785","XM_031894475.1","hAT-N2_XT","+","DNA/hAT-Ac",344,4310,4451,142,11.3,19.7,0,">XM_031894475.1 PREDICTED: Xenopus tropicalis shisa family member 6 (shisa6), transcript variant X1, mRNA","shisa6"
"5786","XM_031894493.1","Kolobok-N10_XT","+","DNA/Kolobok-T2",417,3388,3710,323,17.6,3.1,6.7,">XM_031894493.1 PREDICTED: Xenopus tropicalis coiled-coil domain-containing protein 40-like (LOC101731483), mRNA","LOC101731483"
